Tweet,Location,Coordinates,Timestamp,Username,Sentiment
I'm excited for the construction process of the Tren Maya and its potential for change.,Tulum,"(20.2114, -87.4654)",10/10/2023 05:54,briana93,Positive
I'm excited for the construction process of the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",20/09/2023 06:48,jamesmacias,Positive
I'm cautious about the funding and investments for the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",31/07/2023 21:51,hcooper,Negative
I'm uncertain about the long-term benefits of the Tren Maya and how it might change travel.,Cancun,"(21.1619, -86.8515)",13/04/2023 22:54,fsalazar,Positive
I'm critical of the cultural significance of the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",19/09/2023 01:23,dominguezeric,Neutral
I'm doubtful about the construction process of the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",01/05/2023 00:03,bethanygardner,Neutral
I'm excited for the cultural significance of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",11/05/2023 02:28,richard88,Positive
I'm uncertain about the local community involvement in the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",25/05/2023 22:43,sperez,Negative
I'm uncertain about the cultural significance of the Tren Maya and its impact on local wildlife.,Playa del Carmen,"(20.6296, -87.0739)",19/01/2023 20:33,meltonaaron,Neutral
I'm uncertain about the design and route of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",30/06/2023 01:46,yryan,Negative
I'm critical of the funding and investments for the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",11/07/2023 09:47,jenkinsbeth,Neutral
I have concerns regarding the economic impact of the Tren Maya and its possible global significance.,Merida,"(20.9674, -89.5926)",28/06/2023 01:46,nmurphy,Positive
I'm fascinated by the funding and investments for the Tren Maya and the challenges it faces.,Valladolid,"(20.6886, -88.2025)",02/11/2023 02:44,brandirodriguez,Positive
I'm uncertain about the design and route of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",13/03/2023 20:30,emilyhenderson,Positive
I'm impressed by the environmental sustainability of the Tren Maya and what it means for the future.,Playa del Carmen,"(20.6296, -87.0739)",02/02/2023 13:35,whiteandrew,Positive
I'm critical of the economic impact of the Tren Maya and its role in Mexico's development.,Merida,"(20.9674, -89.5926)",05/06/2023 10:52,samuelhuber,Negative
I'm excited for the design and route of the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",03/11/2023 19:27,dakotaturner,Positive
I'm curious about how the cultural significance of the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",15/07/2023 06:54,anita29,Positive
I'm excited for the local community involvement in the Tren Maya and the challenges it faces.,Valladolid,"(20.6886, -88.2025)",16/05/2023 13:09,francoemma,Positive
I'm supportive of the tourism potential of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",05/04/2023 21:49,vincentshaffer,Positive
I'm impressed by the construction process of the Tren Maya and its potential for change.,Merida,"(20.9674, -89.5926)",09/04/2023 10:12,catherinegarcia,Positive
I'm curious about how the design and route of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",06/01/2023 11:16,mcbridematthew,Positive
I'm cautious about the construction process of the Tren Maya and its impact on local wildlife.,Chichen Itza,"(20.6843, -88.5678)",08/09/2023 23:36,kentjoseph,Negative
I'm doubtful about the construction process of the Tren Maya and its potential for change.,Bacalar,"(18.6783, -88.3926)",08/07/2023 10:38,cynthia92,Negative
I'm optimistic about the long-term benefits of the Tren Maya and its possible global significance.,Valladolid,"(20.6886, -88.2025)",13/10/2023 15:14,kimberly35,Positive
I'm cautious about the long-term benefits of the Tren Maya and its impact on local wildlife.,Campeche,"(19.8454, -90.5237)",03/11/2023 01:31,gary43,Positive
I'm uncertain about the funding and investments for the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",07/09/2023 21:36,eringuzman,Negative
I'm doubtful about the funding and investments for the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",25/03/2023 12:15,yhaley,Negative
I'm supportive of the funding and investments for the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",26/09/2023 22:54,kelly35,Positive
I'm supportive of the funding and investments for the Tren Maya and how it might change travel.,Cancun,"(21.1619, -86.8515)",14/02/2023 02:18,kleinnicole,Positive
I'm optimistic about the tourism potential of the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",22/04/2023 07:13,jacobswendy,Positive
I'm excited for the economic impact of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",13/07/2023 01:56,xmay,Positive
I have concerns regarding the construction process of the Tren Maya and its influence on local culture.,Merida,"(20.9674, -89.5926)",06/03/2023 16:16,millersarah,Neutral
I'm cautious about the construction process of the Tren Maya and what it means for the future.,Campeche,"(19.8454, -90.5237)",08/04/2023 16:48,susantaylor,Negative
I wonder about the local community involvement in the Tren Maya and its influence on local culture.,Tulum,"(20.2114, -87.4654)",30/10/2023 21:27,eddie54,Neutral
I'm cautious about the funding and investments for the Tren Maya and its role in Mexico's development.,Cancun,"(21.1619, -86.8515)",23/03/2023 02:50,ericdixon,Negative
I'm fascinated by the local community involvement in the Tren Maya and its role in Mexico's development.,Cancun,"(21.1619, -86.8515)",26/10/2023 00:16,kathleen13,Positive
I wonder about the local community involvement in the Tren Maya and what it means for the future.,Valladolid,"(20.6886, -88.2025)",22/09/2023 20:54,kimberly76,Neutral
I'm uncertain about the economic impact of the Tren Maya and its possible global significance.,Chichen Itza,"(20.6843, -88.5678)",20/07/2023 23:30,jonathan48,Neutral
I'm fascinated by the economic impact of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",27/05/2023 06:19,welchbetty,Positive
I'm doubtful about the tourism potential of the Tren Maya and its potential for change.,Bacalar,"(18.6783, -88.3926)",23/01/2023 01:19,robertsonjennifer,Negative
I'm critical of the cultural significance of the Tren Maya and its effects on the region.,Chichen Itza,"(20.6843, -88.5678)",11/10/2023 07:12,gstephens,Neutral
I'm supportive of the economic impact of the Tren Maya and its possible global significance.,Bacalar,"(18.6783, -88.3926)",15/05/2023 10:11,littleandrew,Positive
I'm impressed by the tourism potential of the Tren Maya and the opportunities it presents.,Cancun,"(21.1619, -86.8515)",11/05/2023 18:15,fturner,Positive
I'm cautious about the construction process of the Tren Maya and the opportunities it presents.,Tulum,"(20.2114, -87.4654)",25/03/2023 07:56,sarahmorrison,Positive
I'm impressed by the funding and investments for the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",16/03/2023 06:30,andrewdavidson,Positive
I'm impressed by the local community involvement in the Tren Maya and its impact on local wildlife.,Merida,"(20.9674, -89.5926)",19/09/2023 20:32,ybrown,Positive
I'm critical of the cultural significance of the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",31/08/2023 20:38,harrisjason,Positive
I'm uncertain about the design and route of the Tren Maya and its potential for change.,Tulum,"(20.2114, -87.4654)",04/05/2023 23:17,nferguson,Negative
I'm cautious about the design and route of the Tren Maya and how it might change travel.,Campeche,"(19.8454, -90.5237)",19/07/2023 17:39,moorezachary,Negative
I'm fascinated by the tourism potential of the Tren Maya and its role in Mexico's development.,Chichen Itza,"(20.6843, -88.5678)",21/01/2023 20:34,gthomas,Positive
I have concerns regarding the construction process of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",03/11/2023 18:58,sylviasimon,Neutral
I'm supportive of the construction process of the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",19/11/2023 13:22,tara50,Positive
I'm cautious about the environmental sustainability of the Tren Maya and its possible global significance.,Campeche,"(19.8454, -90.5237)",13/11/2023 05:41,ypark,Positive
I'm supportive of the tourism potential of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",02/06/2023 13:51,kwhite,Positive
I have concerns regarding the environmental sustainability of the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",06/06/2023 07:00,jharrison,Neutral
I'm critical of the design and route of the Tren Maya and what it means for the future.,Merida,"(20.9674, -89.5926)",04/06/2023 17:20,vbarnes,Negative
I have concerns regarding the long-term benefits of the Tren Maya and its possible global significance.,Bacalar,"(18.6783, -88.3926)",25/04/2023 01:00,xgarcia,Positive
I have concerns regarding the funding and investments for the Tren Maya and its role in Mexico's development.,Cancun,"(21.1619, -86.8515)",29/09/2023 12:42,brendasmith,Neutral
I'm excited for the tourism potential of the Tren Maya and its influence on local culture.,Valladolid,"(20.6886, -88.2025)",31/05/2023 00:05,awells,Positive
I'm fascinated by the design and route of the Tren Maya and what it means for the future.,Playa del Carmen,"(20.6296, -87.0739)",18/01/2023 20:41,jennifer03,Positive
I'm cautious about the tourism potential of the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",04/10/2023 14:24,dburton,Positive
I'm curious about how the design and route of the Tren Maya and its effects on the region.,Chichen Itza,"(20.6843, -88.5678)",20/05/2023 11:13,tiffany87,Positive
I'm critical of the economic impact of the Tren Maya and the challenges it faces.,Tulum,"(20.2114, -87.4654)",10/11/2023 01:09,larsonbryan,Negative
I'm fascinated by the tourism potential of the Tren Maya and its effects on the region.,Bacalar,"(18.6783, -88.3926)",28/11/2023 13:18,uclements,Positive
I'm uncertain about the environmental sustainability of the Tren Maya and what it means for the future.,Tulum,"(20.2114, -87.4654)",16/11/2023 11:07,jenniferguzman,Negative
I'm critical of the construction process of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",30/06/2023 02:03,fernandezjames,Negative
I'm doubtful about the environmental sustainability of the Tren Maya and its potential for change.,Merida,"(20.9674, -89.5926)",29/04/2023 08:25,thomasevan,Negative
I'm critical of the environmental sustainability of the Tren Maya and the opportunities it presents.,Valladolid,"(20.6886, -88.2025)",26/01/2023 18:15,perezjoy,Neutral
I'm supportive of the long-term benefits of the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",25/03/2023 10:43,huffmanjenna,Positive
I'm optimistic about the local community involvement in the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",24/10/2023 06:54,eturner,Positive
I'm fascinated by the environmental sustainability of the Tren Maya and its possible global significance.,Cancun,"(21.1619, -86.8515)",29/07/2023 01:53,jennifernewton,Positive
I'm critical of the tourism potential of the Tren Maya and its effects on the region.,Tulum,"(20.2114, -87.4654)",27/08/2023 10:24,allenangela,Negative
I wonder about the funding and investments for the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",25/08/2023 02:38,williamsheather,Positive
I have concerns regarding the cultural significance of the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",13/11/2023 12:06,grant17,Positive
I'm doubtful about the design and route of the Tren Maya and its possible global significance.,Bacalar,"(18.6783, -88.3926)",21/02/2023 13:53,gthompson,Neutral
I'm impressed by the economic impact of the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",27/03/2023 01:10,amanda36,Positive
I'm optimistic about the environmental sustainability of the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",14/05/2023 09:28,uchristian,Positive
I wonder about the tourism potential of the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",19/09/2023 15:30,guyperez,Neutral
I'm optimistic about the environmental sustainability of the Tren Maya and the opportunities it presents.,Valladolid,"(20.6886, -88.2025)",06/01/2023 18:47,cfisher,Positive
I'm curious about how the economic impact of the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",23/11/2023 23:26,kristisullivan,Positive
I'm impressed by the long-term benefits of the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",02/03/2023 04:41,lori83,Positive
